CONCEPT_ID,CONCEPT_NAME,CONCEPT_CODE,CONCEPT_CLASS_ID,VOCABULARY_ID,DOMAIN_ID,is_original_ingredient
1537596,0.5 ML semaglutide 0.5 MG/ML Auto-Injector,2553501,Quant Clinical Drug,RxNorm,Drug,0
1537597,0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy],2553506,Quant Branded Drug,RxNorm,Drug,0
1537598,0.5 ML semaglutide 1 MG/ML Auto-Injector,2553601,Quant Clinical Drug,RxNorm,Drug,0
1537599,0.5 ML semaglutide 1 MG/ML Auto-Injector [Wegovy],2553603,Quant Branded Drug,RxNorm,Drug,0
1537600,0.5 ML semaglutide 2 MG/ML Auto-Injector,2553802,Quant Clinical Drug,RxNorm,Drug,0
1537601,0.5 ML semaglutide 2 MG/ML Auto-Injector [Wegovy],2553803,Quant Branded Drug,RxNorm,Drug,0
1537602,0.75 ML semaglutide 2.27 MG/ML Auto-Injector,2553901,Quant Clinical Drug,RxNorm,Drug,0
1537603,0.75 ML semaglutide 2.27 MG/ML Auto-Injector [Wegovy],2553903,Quant Branded Drug,RxNorm,Drug,0
1537604,0.75 ML semaglutide 3.2 MG/ML Auto-Injector,2554102,Quant Clinical Drug,RxNorm,Drug,0
1537605,0.75 ML semaglutide 3.2 MG/ML Auto-Injector [Wegovy],2554104,Quant Branded Drug,RxNorm,Drug,0
1831670,semaglutide 3 MG Oral Tablet [Rybelsus] Box of 30 by Abacus Medicine,OMOP5156917,Marketed Product,RxNorm Extension,Drug,0
1831671,semaglutide 7 MG Oral Tablet [Rybelsus] Box of 30 by Abacus Medicine,OMOP5156918,Marketed Product,RxNorm Extension,Drug,0
1831672,semaglutide 14 MG Oral Tablet [Rybelsus] Box of 30 by Abacus Medicine,OMOP5156919,Marketed Product,RxNorm Extension,Drug,0
1832351,4 ACTUAT semaglutide 0.25 MG/ACTUAT Injectable Solution [Ozempic] by Abacus Medicine,OMOP5157591,Marketed Product,RxNorm Extension,Drug,0
1832352,4 ACTUAT semaglutide 0.5 MG/ACTUAT Injectable Solution [Ozempic] by Abacus Medicine,OMOP5157592,Marketed Product,RxNorm Extension,Drug,0
2903932,1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],OMOP5120762,Quant Branded Drug,RxNorm Extension,Drug,0
2903933,1.5 ML semaglutide 1.34 MG/ML Pen Injector,OMOP5120763,Quant Clinical Drug,RxNorm Extension,Drug,0
35884583,semaglutide 7 MG Oral Tablet [Rybelsus] by Novo Nordisk,OMOP5033480,Marketed Product,RxNorm Extension,Drug,0
35884584,semaglutide 7 MG Oral Tablet Box of 30,OMOP5033481,Clinical Drug Box,RxNorm Extension,Drug,0
35884585,semaglutide 3 MG Oral Tablet [Rybelsus] Box of 30 by Novo Nordisk,OMOP5033482,Marketed Product,RxNorm Extension,Drug,0
35884586,semaglutide 3 MG Oral Tablet [Rybelsus] Box of 30,OMOP5033483,Branded Drug Box,RxNorm Extension,Drug,0
35884587,semaglutide 3 MG Oral Tablet [Rybelsus] by Novo Nordisk,OMOP5033484,Marketed Product,RxNorm Extension,Drug,0
35884588,semaglutide 3 MG Oral Tablet Box of 30,OMOP5033485,Clinical Drug Box,RxNorm Extension,Drug,0
35886130,semaglutide 14 MG Oral Tablet [Rybelsus] Box of 30 by Novo Nordisk,OMOP5033474,Marketed Product,RxNorm Extension,Drug,0
35886131,semaglutide 14 MG Oral Tablet [Rybelsus] Box of 30,OMOP5033475,Branded Drug Box,RxNorm Extension,Drug,0
35886132,semaglutide 14 MG Oral Tablet [Rybelsus] by Novo Nordisk,OMOP5033476,Marketed Product,RxNorm Extension,Drug,0
35886133,semaglutide 14 MG Oral Tablet Box of 30,OMOP5033477,Clinical Drug Box,RxNorm Extension,Drug,0
35886134,semaglutide 7 MG Oral Tablet [Rybelsus] Box of 30 by Novo Nordisk,OMOP5033478,Marketed Product,RxNorm Extension,Drug,0
35886135,semaglutide 7 MG Oral Tablet [Rybelsus] Box of 30,OMOP5033479,Branded Drug Box,RxNorm Extension,Drug,0
36054048,1.5 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] Box of 1 by Pharmaram,OMOP4979260,Marketed Product,RxNorm Extension,Drug,0
36054049,1.5 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] by Pharmaram,OMOP4979261,Marketed Product,RxNorm Extension,Drug,0
36055864,3 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] Box of 1 by Pharmaram,OMOP4981255,Marketed Product,RxNorm Extension,Drug,0
36055865,3 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] by Pharmaram,OMOP4981256,Marketed Product,RxNorm Extension,Drug,0
36505413,1.5 ML semaglutide 0.667 MG/ML Pen Injector [Ozempic],OMOP4836385,Quant Branded Drug,RxNorm Extension,Drug,0
36505741,semaglutide 0.667 MG/ML,OMOP4834822,Clinical Drug Comp,RxNorm Extension,Drug,0
36505873,semaglutide 0.167 MG/ML Pen Injector [Ozempic],OMOP4835680,Branded Drug,RxNorm Extension,Drug,0
36505976,1.5 ML semaglutide 0.167 MG/ML Pen Injector [Ozempic],OMOP4835405,Quant Branded Drug,RxNorm Extension,Drug,0
36506190,semaglutide 0.167 MG/ML,OMOP4835596,Clinical Drug Comp,RxNorm Extension,Drug,0
36506271,1.5 ML semaglutide 0.667 MG/ML Pen Injector [Ozempic] by Novo Nordisk,OMOP4835054,Marketed Product,RxNorm Extension,Drug,0
36506956,semaglutide 0.167 MG/ML [Ozempic],OMOP4835163,Branded Drug Comp,RxNorm Extension,Drug,0
36507819,semaglutide 0.667 MG/ML Pen Injector [Ozempic],OMOP4835464,Branded Drug,RxNorm Extension,Drug,0
36508201,1.5 ML semaglutide 0.667 MG/ML Pen Injector,OMOP4836043,Quant Clinical Drug,RxNorm Extension,Drug,0
36508364,semaglutide 0.167 MG/ML Pen Injector,OMOP4836114,Clinical Drug,RxNorm Extension,Drug,0
36508756,semaglutide 0.667 MG/ML Pen Injector,OMOP4836472,Clinical Drug,RxNorm Extension,Drug,0
36508978,semaglutide 0.667 MG/ML [Ozempic],OMOP4835244,Branded Drug Comp,RxNorm Extension,Drug,0
36509032,1.5 ML semaglutide 0.167 MG/ML Pen Injector,OMOP4836156,Quant Clinical Drug,RxNorm Extension,Drug,0
36509857,1.5 ML semaglutide 0.167 MG/ML Pen Injector [Ozempic] by Novo Nordisk,OMOP4835125,Marketed Product,RxNorm Extension,Drug,0
36809144,1.5 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] Box of 1,OMOP4823182,Quant Branded Box,RxNorm Extension,Drug,0
36809145,1.5 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] Box of 1 by Novo Nordisk,OMOP4823183,Marketed Product,RxNorm Extension,Drug,0
36809146,1.5 ML semaglutide 1.34 MG/ML Injectable Solution Box of 1,OMOP4823184,Quant Clinical Box,RxNorm Extension,Drug,0
36809147,1.5 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] by Novo Nordisk,OMOP4823185,Marketed Product,RxNorm Extension,Drug,0
36809148,1.5 ML semaglutide 1.34 MG/ML Injectable Solution,OMOP4823186,Quant Clinical Drug,RxNorm Extension,Drug,0
36809149,1.5 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic],OMOP4823187,Quant Branded Drug,RxNorm Extension,Drug,0
36809742,3 ML semaglutide 1.34 MG/ML Injectable Solution Box of 1,OMOP4823778,Quant Clinical Box,RxNorm Extension,Drug,0
36809750,3 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] Box of 1 by Novo Nordisk,OMOP4823786,Marketed Product,RxNorm Extension,Drug,0
36809751,3 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] Box of 1,OMOP4823787,Quant Branded Box,RxNorm Extension,Drug,0
36809754,3 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic],OMOP4823790,Quant Branded Drug,RxNorm Extension,Drug,0
36809755,3 ML semaglutide 1.34 MG/ML Injectable Solution,OMOP4823791,Quant Clinical Drug,RxNorm Extension,Drug,0
36809756,3 ML semaglutide 1.34 MG/ML Injectable Solution [Ozempic] by Novo Nordisk,OMOP4823792,Marketed Product,RxNorm Extension,Drug,0
36810550,semaglutide 1.34 MG/ML Injectable Solution [Ozempic] Box of 1,OMOP4824586,Branded Drug Box,RxNorm Extension,Drug,0
36810763,semaglutide 1.34 MG/ML Injectable Solution,OMOP4824800,Clinical Drug,RxNorm Extension,Drug,0
36812262,semaglutide 1.34 MG/ML Injectable Solution Box of 1,OMOP4826295,Clinical Drug Box,RxNorm Extension,Drug,0
36814565,semaglutide 1.34 MG/ML Injectable Solution [Ozempic],OMOP4828605,Branded Drug,RxNorm Extension,Drug,0
37003015,semaglutide 1.34 MG/ML Pen Injector,2398843,Clinical Drug,RxNorm,Drug,0
37003016,semaglutide 1.34 MG/ML Pen Injector [Ozempic],2398844,Branded Drug,RxNorm,Drug,0
37003616,3 ML semaglutide 1.34 MG/ML Pen Injector,2398841,Quant Clinical Drug,RxNorm,Drug,0
37003617,3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],2398842,Quant Branded Drug,RxNorm,Drug,0
37496746,semaglutide 7 MG Oral Tablet [Rybelsus],2200658,Branded Drug,RxNorm,Drug,0
37496828,semaglutide 14 MG,2200640,Clinical Drug Comp,RxNorm,Drug,0
37496829,semaglutide Oral Product,2200641,Clinical Dose Group,RxNorm,Drug,0
37496830,semaglutide Pill,2200642,Clinical Dose Group,RxNorm,Drug,0
37496831,semaglutide Oral Tablet,2200643,Clinical Drug Form,RxNorm,Drug,0
37496832,semaglutide 14 MG Oral Tablet,2200644,Clinical Drug,RxNorm,Drug,0
37496834,semaglutide 14 MG [Rybelsus],2200646,Branded Drug Comp,RxNorm,Drug,0
37496835,semaglutide Oral Tablet [Rybelsus],2200647,Branded Drug Form,RxNorm,Drug,0
37496836,Rybelsus Oral Product,2200648,Branded Dose Group,RxNorm,Drug,0
37496837,Rybelsus Pill,2200649,Branded Dose Group,RxNorm,Drug,0
37496838,semaglutide 14 MG Oral Tablet [Rybelsus],2200650,Branded Drug,RxNorm,Drug,0
37496839,semaglutide 3 MG,2200651,Clinical Drug Comp,RxNorm,Drug,0
37496840,semaglutide 3 MG Oral Tablet,2200652,Clinical Drug,RxNorm,Drug,0
37496841,semaglutide 3 MG [Rybelsus],2200653,Branded Drug Comp,RxNorm,Drug,0
37496842,semaglutide 3 MG Oral Tablet [Rybelsus],2200654,Branded Drug,RxNorm,Drug,0
37496843,semaglutide 7 MG,2200655,Clinical Drug Comp,RxNorm,Drug,0
37496844,semaglutide 7 MG Oral Tablet,2200656,Clinical Drug,RxNorm,Drug,0
37496845,semaglutide 7 MG [Rybelsus],2200657,Branded Drug Comp,RxNorm,Drug,0
42656231,semaglutide 0.25 MG/ACTUAT,OMOP4867806,Clinical Drug Comp,RxNorm Extension,Drug,0
42656233,semaglutide 0.25 MG/ACTUAT [Ozempic],OMOP4867807,Branded Drug Comp,RxNorm Extension,Drug,0
42656234,semaglutide 0.25 MG/ACTUAT Injectable Solution,OMOP4867808,Clinical Drug,RxNorm Extension,Drug,0
42656235,semaglutide 0.25 MG/ACTUAT Injectable Solution [Ozempic],OMOP4867809,Branded Drug,RxNorm Extension,Drug,0
42656236,semaglutide 1 MG/ACTUAT,OMOP4867810,Clinical Drug Comp,RxNorm Extension,Drug,0
42656237,semaglutide 1 MG/ACTUAT [Ozempic],OMOP4867811,Branded Drug Comp,RxNorm Extension,Drug,0
42656238,semaglutide 1 MG/ACTUAT Injectable Solution,OMOP4867812,Clinical Drug,RxNorm Extension,Drug,0
42656239,semaglutide 1 MG/ACTUAT Injectable Solution [Ozempic],OMOP4867813,Branded Drug,RxNorm Extension,Drug,0
42656240,semaglutide 0.5 MG/ACTUAT,OMOP4867814,Clinical Drug Comp,RxNorm Extension,Drug,0
42656241,semaglutide 0.5 MG/ACTUAT [Ozempic],OMOP4867815,Branded Drug Comp,RxNorm Extension,Drug,0
42656242,semaglutide 0.5 MG/ACTUAT Injectable Solution,OMOP4867816,Clinical Drug,RxNorm Extension,Drug,0
42656243,semaglutide 0.5 MG/ACTUAT Injectable Solution [Ozempic],OMOP4867817,Branded Drug,RxNorm Extension,Drug,0
42658279,4 ACTUAT semaglutide 0.25 MG/ACTUAT Injectable Solution,OMOP4869843,Quant Clinical Drug,RxNorm Extension,Drug,0
42658280,4 ACTUAT semaglutide 0.25 MG/ACTUAT Injectable Solution [Ozempic],OMOP4869844,Quant Branded Drug,RxNorm Extension,Drug,0
42658281,4 ACTUAT semaglutide 0.25 MG/ACTUAT Injectable Solution [Ozempic] by Novo Nordisk,OMOP4869845,Marketed Product,RxNorm Extension,Drug,0
42658282,4 ACTUAT semaglutide 1 MG/ACTUAT Injectable Solution,OMOP4869846,Quant Clinical Drug,RxNorm Extension,Drug,0
42658283,4 ACTUAT semaglutide 1 MG/ACTUAT Injectable Solution [Ozempic],OMOP4869847,Quant Branded Drug,RxNorm Extension,Drug,0
42658284,4 ACTUAT semaglutide 1 MG/ACTUAT Injectable Solution [Ozempic] by Novo Nordisk,OMOP4869848,Marketed Product,RxNorm Extension,Drug,0
42658285,4 ACTUAT semaglutide 0.5 MG/ACTUAT Injectable Solution,OMOP4869849,Quant Clinical Drug,RxNorm Extension,Drug,0
42658286,4 ACTUAT semaglutide 0.5 MG/ACTUAT Injectable Solution [Ozempic],OMOP4869850,Quant Branded Drug,RxNorm Extension,Drug,0
42658287,4 ACTUAT semaglutide 0.5 MG/ACTUAT Injectable Solution [Ozempic] by Novo Nordisk,OMOP4869851,Marketed Product,RxNorm Extension,Drug,0
43026980,semaglutide 0.167 MG/ML Injectable Solution,OMOP4842072,Clinical Drug,RxNorm Extension,Drug,0
43026981,semaglutide 0.167 MG/ML Injectable Solution [Ozempic],OMOP4842073,Branded Drug,RxNorm Extension,Drug,0
43026982,semaglutide 0.667 MG/ML Injectable Solution,OMOP4842074,Clinical Drug,RxNorm Extension,Drug,0
43026983,semaglutide 0.667 MG/ML Injectable Solution [Ozempic],OMOP4842075,Branded Drug,RxNorm Extension,Drug,0
43038961,1.5 ML semaglutide 0.167 MG/ML Injectable Solution,OMOP4854000,Quant Clinical Drug,RxNorm Extension,Drug,0
43038962,1.5 ML semaglutide 0.167 MG/ML Injectable Solution [Ozempic],OMOP4854001,Quant Branded Drug,RxNorm Extension,Drug,0
43038963,1.5 ML semaglutide 0.167 MG/ML Injectable Solution [Ozempic] by Novo Nordisk,OMOP4854002,Marketed Product,RxNorm Extension,Drug,0
43038964,1.5 ML semaglutide 0.667 MG/ML Injectable Solution,OMOP4854003,Quant Clinical Drug,RxNorm Extension,Drug,0
43038965,1.5 ML semaglutide 0.667 MG/ML Injectable Solution [Ozempic],OMOP4854004,Quant Branded Drug,RxNorm Extension,Drug,0
43038966,1.5 ML semaglutide 0.667 MG/ML Injectable Solution [Ozempic] by Novo Nordisk,OMOP4854005,Marketed Product,RxNorm Extension,Drug,0
