CONCEPT_ID,CONCEPT_NAME,CONCEPT_CODE,CONCEPT_CLASS_ID,VOCABULARY_ID,DOMAIN_ID,is_original_ingredient
40838577,albiglutide 30 MG Prefilled Syringe Box of 4,OMOP2036539,Clinical Drug Box,RxNorm Extension,Drug,0
40912908,albiglutide 30 MG Prefilled Syringe [Eperzan] Box of 12,OMOP2110870,Branded Drug Box,RxNorm Extension,Drug,0
40931835,albiglutide 50 MG Prefilled Syringe Box of 4,OMOP2129797,Clinical Drug Box,RxNorm Extension,Drug,0
40955718,albiglutide Prefilled Syringe,OMOP2153680,Clinical Drug Form,RxNorm Extension,Drug,0
40963103,albiglutide 50 MG Prefilled Syringe Box of 12,OMOP2161065,Clinical Drug Box,RxNorm Extension,Drug,0
41037571,albiglutide 50 MG Prefilled Syringe [Eperzan] Box of 4,OMOP2235533,Branded Drug Box,RxNorm Extension,Drug,0
41088131,albiglutide 50 MG Prefilled Syringe,OMOP2286093,Clinical Drug,RxNorm Extension,Drug,0
41088132,albiglutide 30 MG Injection Box of 12,OMOP2286094,Clinical Drug Box,RxNorm Extension,Drug,0
41100287,albiglutide 50 MG Prefilled Syringe [Eperzan],OMOP2298249,Branded Drug,RxNorm Extension,Drug,0
41100288,albiglutide 30 MG Prefilled Syringe [Eperzan] Box of 4,OMOP2298250,Branded Drug Box,RxNorm Extension,Drug,0
41119365,albiglutide 50 MG Injection Box of 12,OMOP2317327,Clinical Drug Box,RxNorm Extension,Drug,0
41162947,albiglutide 30 MG Prefilled Syringe [Eperzan],OMOP2360909,Branded Drug,RxNorm Extension,Drug,0
41181970,albiglutide 30 MG Prefilled Syringe,OMOP2379932,Clinical Drug,RxNorm Extension,Drug,0
41256231,albiglutide 50 MG Injection [Eperzan] Box of 12,OMOP2454193,Branded Drug Box,RxNorm Extension,Drug,0
41275239,albiglutide 30 MG Prefilled Syringe Box of 12,OMOP2473201,Clinical Drug Box,RxNorm Extension,Drug,0
41318632,albiglutide 30 MG Injection [Eperzan] Box of 12,OMOP2516594,Branded Drug Box,RxNorm Extension,Drug,0
42481389,albiglutide Injection,OMOP418957,Clinical Drug Form,RxNorm Extension,Drug,0
42935364,albiglutide 40.3 MG Injection [Eperzan],OMOP4662075,Branded Drug,RxNorm Extension,Drug,0
42935365,albiglutide 40.3 MG Injection,OMOP4662076,Clinical Drug,RxNorm Extension,Drug,0
42935366,albiglutide 40.3 MG [Eperzan],OMOP4662077,Branded Drug Comp,RxNorm Extension,Drug,0
42935367,albiglutide 40.3 MG,OMOP4662078,Clinical Drug Comp,RxNorm Extension,Drug,0
42935368,albiglutide 67 MG Injection [Eperzan],OMOP4662079,Branded Drug,RxNorm Extension,Drug,0
42935369,albiglutide 67 MG Injection,OMOP4662080,Clinical Drug,RxNorm Extension,Drug,0
42935370,albiglutide 67 MG [Eperzan],OMOP4662081,Branded Drug Comp,RxNorm Extension,Drug,0
42935371,albiglutide 67 MG,OMOP4662082,Clinical Drug Comp,RxNorm Extension,Drug,0
44816083,albiglutide 60 MG/ML,1534797,Clinical Drug Comp,RxNorm,Drug,0
44816086,albiglutide 60 MG/ML [Tanzeum],1534802,Branded Drug Comp,RxNorm,Drug,0
44816093,albiglutide 100 MG/ML,1534819,Clinical Drug Comp,RxNorm,Drug,0
44816094,albiglutide 100 MG/ML [Tanzeum],1534821,Branded Drug Comp,RxNorm,Drug,0
44816273,0.5 ML albiglutide 60 MG/ML Pen Injector,1534800,Quant Clinical Drug,RxNorm,Drug,0
44816274,0.5 ML albiglutide 60 MG/ML Pen Injector [Tanzeum],1534805,Quant Branded Drug,RxNorm,Drug,0
44816275,albiglutide 60 MG/ML Pen Injector,1534806,Clinical Drug,RxNorm,Drug,0
44816276,albiglutide 60 MG/ML Pen Injector [Tanzeum],1534807,Branded Drug,RxNorm,Drug,0
44816282,0.5 ML albiglutide 100 MG/ML Pen Injector,1534820,Quant Clinical Drug,RxNorm,Drug,0
44816283,0.5 ML albiglutide 100 MG/ML Pen Injector [Tanzeum],1534822,Quant Branded Drug,RxNorm,Drug,0
44816284,albiglutide 100 MG/ML Pen Injector,1534823,Clinical Drug,RxNorm,Drug,0
44816285,albiglutide 100 MG/ML Pen Injector [Tanzeum],1534824,Branded Drug,RxNorm,Drug,0
44816332,albiglutide,1534763,Ingredient,RxNorm,Drug,1
46275422,albiglutide Pen Injector,1659115,Clinical Drug Form,RxNorm,Drug,0
46275423,albiglutide Pen Injector [Tanzeum],1659117,Branded Drug Form,RxNorm,Drug,0
